anchor_num,filename,correct_answer,option1,option2,option3,chart_column,trend_year,ranking_year,option_type,modality_order_type,library,chart_type
600,hvvVjZrCtgdh.png,"1, 2, 3",A total of $2.0 billion in contractual commitments with infrastructure service providers is held by SALESFORCE INC.,SALESFORCE INC. is the organization with the greatest act value in 2023.,SALESFORCE INC. is the organization with fincf values below -7284 in 2023.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",seaborn,bar
750,unafBAbP3I1t.png,"2, 3","Seasonality, invoice timing, and several other factors impact the unearned revenue balance for ALLSTATE CORP.",ALLSTATE CORP is the organization where the total of the 2021 ao value combined with the 2022 ao value equals 18288.0.,The organization with the maximum aoloch value in 2019 is SALESFORCE INC.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",matplotlib,line
449,DASSRJs3AVxo.png,none,BUNGE GLOBAL SA is committed to returning the 737 MAX to service and enhancing its competitive position by refining products and cutting costs.,SALESFORCE INC. is the firm that has the minimal aoloch value in 2019.,BUNGE GLOBAL SA is the organization whose dpc values surpass 3872.5 in 2023.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",plotly,scatter
475,vSHGKyaEiQBL.png,1,COSTCO WHOLESALE CORP is the organization with sale figures that exceed 119502 in the year 2021.,An Executive membership option is offered by ABBOTT LABORATORIES within the U.S. for an additional annual fee of $60.,"Among companies, MONDELEZ INTERNATIONAL INC. maintains the highest ibc value in 2023.",ibc,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",matplotlib,pie
110,uY7SXYql8p2B.png,none,MONDELEZ INTERNATIONAL INC. is the organization with lt values below 40526 in the year 2022.,ABBOTT LABORATORIES is the organization that consistently exhibited an upward trend in ibc values from 2020 to 2023.,Consistent assessment of its variable and fixed-rate obligations in conjunction with both current and anticipated interest rates in the markets where capital is raised is conducted by ABBOTT LABORATORIES.,ibc,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",matplotlib,scatter
691,OhJwQjP1PPxw.png,3,SALESFORCE INC. is the organization where the sum of the 2023 ap value and the 2022 ap value equals 22164.0.,Operations and a taxable presence are maintained by BOEING CO in various regions both domestically and internationally beyond the U.S.,The organization having the minimum aoloch value in 2019 is BOEING CO.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",seaborn,scatter
469,6y0m4uecpaHX.png,1,A combination of recovery in the prices of crude oil and natural gas has been experienced by ENERGY TRANSFER LP.,ENERGY TRANSFER LP is the organization with fiao values exceeding -186.35 in the year 2021.,ENTERPRISE PRODCT PARTNRS LP is the organization with the highest act value in 2022.,act,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",plotly,line
136,p6GouAznewzu.png,1,The steadily rising trend in act values between 2019 and 2023 was exhibited by WARNER BROS DISCOVERY INC.,ENERGY TRANSFER LP guarantees advertisers a minimum audience level for a large portion of its advertising contracts.,ENERGY TRANSFER LP is the organization with ceq values exceeding 37034.5 in the year 2022.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",seaborn,scatter
763,o5nCowU2Ju0S.png,"2, 3",WORLD KINECT CORP is the organization with the minimal sale value in 2019.,"Marine transportation assets operated by ENTERPRISE PRODCT PARTNRS LP include 65 tow boats and 160 tank barges, which are employed for transporting various petroleum products.",MONDELEZ INTERNATIONAL INC. is the organization where the sum of the 2021 dlc value and the 2023 dlc value equals 4822.0.,sale,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",plotly,line
32,2M77eFAIREM2.png,2,"During the present year, ALLSTATE CORP reported a comprehensive net lease expense totaling $5,676.",SALESFORCE INC. is the organization that showed a consistently declining trend in aoloch values from 2020 to 2023.,SALESFORCE INC. is the organization where the sum of the recch value for 2022 and the recch value for 2021 amounts to -2693.0.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",seaborn,scatter
169,R3GQs24a9sDE.png,3,A discounted cash flow model is employed by US FOODS HOLDING CORP for the valuation of intangible assets.,ABBOTT LABORATORIES is the organization that demonstrated a consistently increasing trend in sale values from 2019 to 2023.,SALESFORCE INC. is the organization with ib values below 255.5 in 2019.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",seaborn,line
184,NRoG3MAgU60O.png,3,MONDELEZ INTERNATIONAL INC. is the business that demonstrated a consistently upward trend in ib values from 2020 to 2023.,MONDELEZ INTERNATIONAL INC. is the organization with prstkc values below 618.5 in the year 2019.,"Licenses provided by MONDELEZ INTERNATIONAL INC to third parties permit the use of its trademarks, patents, and exclusive trade secrets for product production and distribution.",ib,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,bar
613,c4VFHelZMCvw.png,"1, 2, 3",BOEING CO. is the corporation with the minimal oibdp value in 2021.,BUNGE GLOBAL SA owns and operates biodiesel plants in Europe and Brazil while also holding equity stakes in companies involved in biodiesel production.,BUNGE GLOBAL SA is the organization with ao values below 2161 in 2023.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",matplotlib,bar
329,14xUhLWs3mji.png,2,The company where the rect value from 2021 minus the rect value from 2022 equals 201.0 is VERIZON COMMUNICATIONS INC.,The company that showed a consistently declining pattern in aoloch values from 2019 through 2022 is SALESFORCE INC.,"Fluctuations in its remaining performance obligations are encountered by ALLSTATE CORP due to factors such as seasonality, the timing of renewals, and variations in foreign currency exchange rates.",aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,line
671,TQ0AapZvr6yZ.png,2,ENERGY TRANSFER LP is the organization where the combined ceq values for the years 2019 and 2020 total 54853.0.,"Over the past three years, a robust ability to produce cash from operating activities has been consistently demonstrated by MONDELEZ INTERNATIONAL INC.",WARNER BROS DISCOVERY INC. holds the maximum act value in the year 2019.,act,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",seaborn,scatter
571,CkKiDyn7k0F2.png,"1, 3",ENERGY TRANSFER LP is the organization that has the smallest ap value in 2020.,SALESFORCE INC. is the organization that had dlc values below 447 in the year 2019.,"Adherence to the FERC's policies concerning natural gas pipeline certification, as outlined in the Pipeline Certification NOI, is required by ENERGY TRANSFER LP.",ap,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",matplotlib,pie
36,yNtTYr5E9hzd.png,"1, 2","The performance of its derivative instrument portfolios is regularly assessed by ENTERPRISE PRODCT PARTNRS LP, taking into account the prevailing market conditions.",ENTERPRISE PRODCT PARTNRS LP is the organization where subtracting the ceq value for 2022 from the ceq value for 2021 yields -1294.1.,ENTERPRISE PRODCT PARTNRS LP is the organization that showed a consistently increasing trend in act values from 2019 to 2022.,act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",matplotlib,scatter
511,jEGc1oUPlF3W.png,3,"Lease renewal options are generally assessed individually by SALESFORCE INC for each lease, which can extend the lease period from as little as one year to more than 20 years.",SALESFORCE INC. is the organization with recch values exceeding 586.2 in 2020.,ENERGY TRANSFER LP is the organization with the highest oancf value in 2019.,oancf,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",seaborn,line
525,oVVQVDzY9i55.png,3,"In 2019, SALESFORCE INC. recorded the smallest aoloch value.","Expenses associated with the development of network and non-network software for internal use are capitalized by ALLSTATE CORP, which then amortizes these expenses over a period ranging from 5 to 7 years.",ALLSTATE CORP is the organization with oiadp values below 205 in 2022.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",seaborn,bar
76,pHe0asJBAnGA.png,"2, 3",ABBOTT LABORATORIES is the organization where the combination of the 2019 siv value and the 2021 siv value equals 2635.0.,SALESFORCE INC. holds the greatest act value in the year 2023.,The consolidated financial statements of ABBOTT LABORATORIES are compiled in accordance with generally accepted accounting principles in the United States.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",seaborn,bar
171,LPq7ft2QaLjQ.png,3,BUNGE GLOBAL SA is the organization that has seq values exceeding 23781 in the year 2020.,"To enhance the quality of service for customers worldwide, BUNGE GLOBAL SA is increasing its investment in operations and infrastructure.",SALESFORCE INC. is the organization that demonstrated a consistently decreasing trend in aoloch values from 2020 to 2023.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",seaborn,bar
441,MFMwOk4a9Z1e.png,"1, 2, 3",SALESFORCE INC. is the organization that showed a consistently declining trend in aoloch values from 2019 to 2023.,VERIZON COMMUNICATIONS INC. is the organization where the niadj value for 2022 plus the niadj value for 2021 sums to 43321.0.,A total of $832 million in recurring Level 3 assets is possessed by ALLSTATE CORP.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",seaborn,line
163,hdu6FXjjnxBu.png,2,ABBOTT LABORATORIES is the corporation that showed a consistent upward trend in act values from 2019 to 2023.,"In 2020, the txt values for the organization named ABBOTT LABORATORIES are below 499.","An extensive array of electrophysiology products, including the TactiFlex™ and TactiCath® series of ablation catheters, is provided by UNITED PARCEL SERVICE INC.",act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,scatter
698,1DvBV0NzC9qU.png,3,SALESFORCE INC. is the organization that possesses the minimal fopo value in 2023.,"In the Dakota Access Pipeline, COSTCO WHOLESALE CORP possesses a 36.40% ownership, along with different percentage stakes in various other pipelines.",ENERGY TRANSFER LP is the organization where the sum of the dltt value for 2020 and the dltt value for 2021 amounts to 102092.0.,fopo,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",plotly,line
601,0JleP8h0zN8p.png,"1, 2, 3",Approximately $73 million in deferred tax liabilities related to unremitted earnings have not been recognized by MONDELEZ INTERNATIONAL INC.,WARNER BROS DISCOVERY INC. is the organization with the smallest act value in 2020.,MONDELEZ INTERNATIONAL INC. is the organization whose xsga values exceed 5068 in 2021.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",plotly,line
62,eVcGSId5n31n.png,none,The use of both qualitative and quantitative techniques is how SALESFORCE INC evaluates goodwill for possible impairment.,ALLSTATE CORP is the organization where subtracting the fopo value for 2022 from the fopo value for 2019 results in 3860.0.,SALESFORCE INC. is the organization with the smallest aoloch value in 2019.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",matplotlib,bar
719,jeUHpsYO5yas.png,"1, 2",ENERGY TRANSFER LP is the organization with the greatest oancf value in 2020.,The internal control related to financial reporting is managed and its effectiveness evaluated by the management of SALESFORCE INC.,ENERGY TRANSFER LP is the organization in which subtracting the 2021 lo value from the 2020 lo value yields -55.4.,oancf,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",matplotlib,line
674,WLecahGSG1aO.png,2,ENTERPRISE PRODCT PARTNRS LP is the organization where the difference between the sale value in 2023 and the sale value in 2019 equals 30177.0.,WARNER BROS DISCOVERY INC. is the organization that has the minimum act value in 2019.,Foreign currency forward and option contracts are used by ENTERPRISE PRODCT PARTNRS LP as cash flow hedges to mitigate foreign currency risk exposure.,act,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",seaborn,bar
6,UVTOOco9fjGq.png,"1, 2, 3","A significant interest in the Texas Intrastate System, encompassing 1,471 miles of pipelines, is held by ENTERPRISE PRODCT PARTNRS LP.",ENTERPRISE PRODCT PARTNRS LP is the organization with che values below 252.2 in the year 2022.,The company with the smallest sale value in 2022 is MONDELEZ INTERNATIONAL INC.,sale,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",matplotlib,scatter
418,dYSvdOiCxO0C.png,"2, 3",ENERGY TRANSFER LP is the company that shows a consistently upward trend in act values from 2019 to 2023.,The fair value of Level 1 equity securities is ascertained by WARNER BROS DISCOVERY INC using quoted market prices as a basis.,ENERGY TRANSFER LP is the organization where the sum of the lt value for 2019 and the lt value for 2021 amounts to 130131.0.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",seaborn,bar
376,Tk0SJhbCGInL.png,"1, 2",SALESFORCE INC. is the organization whose aoloch values showed a consistently declining pattern from 2021 to 2023.,"VERIZON COMMUNICATIONS INC is assured that users can benefit from eight distinct capabilities, referred to as currencies, through 5G technology.",VERIZON COMMUNICATIONS INC. is the organization where the ao value for 2020 minus the ao value for 2021 totals 3594.0.,aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",matplotlib,line
