anchor_num,filename,correct_answer,option1,option2,option3,chart_column,text_chart_trend_year,option_type,modality_order_type,library,chart_type,ranking_year
359,L523opSxcTJG.png,2,"In 2019, the organization with ivao values exceeding 36642 plans to expand its geographic footprint by improving its go-to-market capabilities on a global scale.",ALLSTATE CORP is the company with the greatest aoloch value in the years when the spi value for VERIZON COMMUNICATIONS INC falls below -5023.5.,"Revenue from wireless services, using an output approach based on either service consumption or the passage of time, is acknowledged by the organization with the greatest aoloch value in 2019.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",seaborn,line,0
719,GBEVMrvwhSpN.png,"1, 2",NextLink was purchased for an estimated $0.5 billion by the organization where the difference between the niadj value for 2022 and the niadj value for 2020 is 3455.0.,"Featuring the smallest aoloch value in 2023, the organization has a Customer 360 Platform that enables the development, testing, and deployment of cloud-based applications.",ALLSTATE CORP. is the organization with the oiadp value below 15147 and the aoloch value consistently declining for every year.,aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Text+Chart, Table+Chart",matplotlib,line,0
261,hNMh1mrl9HIN.png,2,"A $308.5 million annual rise in costs for consolidated property, plant, and equipment was encountered by the organization that showed a consistently upward trend in oibdp values from 2019 to 2022.",ABBOTT LABORATORIES holds the distinction of having the greatest oibdp value in the years where the fopo value plus act value for ABBOTT LABORATORIES surpasses 25529.,"In 2023, the organization whose lt values exceed 43055 compiles its consolidated financial statements in accordance with the generally accepted accounting principles in the United States.",oibdp,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",plotly,scatter,0
353,9ZXJkpCHpi7c.png,1,"A reserve for doubtful accounts receivable, based on historical loss trends and current market conditions, is upheld by the organization with the minimum ap value in 2021.","In the year 2020, the organization with aqc values under 568 employs Level 1 and Level 2 financial assets and liabilities to manage its derivative transactions.",SALESFORCE INC is the company holding the highest ap value in the years when the ib value for ENERGY TRANSFER LP drops below 1472.,ap,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",matplotlib,line,0
734,TcFnHERUwj2E.png,"2, 3",ENERGY TRANSFER LP is the company with the fincf value below -290 and an ap value that steadily rises across all years.,"Several factors, such as legal obligations and the identification of additional contaminated sites, will determine the organization's forthcoming expenses for environmental cleanup efforts, given that the 2022 ib value plus the 2021 ib value equals 10226.0.",Costs related to various internal functions and fees for professional services are encompassed by the organization with the smallest ap value in the 2023 general and administrative expenses.,ap,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Table, Text+Chart",plotly,line,0
133,30teFReO4y4t.png,"1, 3",MONDELEZ INTERNATIONAL INC. is the company with a ceq value exceeding 15111.2 and a sale value that consistently grows for every year.,"By maintaining accounts receivable programs through Receivables Purchase Agreements (RPAs), the organization, which shows a consistently upward trend in sale values from 2019 to 2021, enables the sale of eligible accounts receivable.","Maintaining accounts receivable programs through Receivables Purchase Agreements (RPAs), the organization with dpc values below 607.4 in 2022 enables the sale of eligible accounts receivable.",sale,"(2019, 2021)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,line,0
567,uO9zv5HVy9gg.png,3,"Products are sold by the organization where the difference between the 2020 ppent value and the 2019 ppent value is 1158.0 through various channels, including direct store delivery, warehouses, and online platforms.",MONDELEZ INTERNATIONAL INC. possesses the highest sale value among the companies during the years when the invt value for US FOODS HOLDING CORP is greater than 1651.,"Selling its products through various channels, including direct store delivery, warehouses, and online marketplaces, is the organization that showed a consistent increase in sale values from 2019 to 2023.",sale,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",matplotlib,line,0
188,EwgApp8b1AgT.png,"1, 2, 3","In 2021, the organization with oancf values below 5558 utilizes its expertise to develop standard auto and homeowners insurance products for mid-market clients.",Investing in cash equivalents and marketable securities primarily for capital preservation objectives is the strategy of the organization that showed a steadily downward trend in aoloch values from 2019 to 2023.,"SALESFORCE INC, during the years when the dltt value surpasses 13208, is the company with the smallest aoloch value.",aoloch,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",seaborn,bar,0
65,Z1SgXsDE03a1.png,none,SALESFORCE INC is the company with the largest oibdp value in the years when the recch value minus the fopo value for SALESFORCE INC is greater than -1048.5.,Calculating the fair valuation of each option grant by applying a binomial lattice model on the grant date was done by the organization where the recch value in 2022 minus the recch value in 2020 equals 561.0.,"Seeking advice from legal counsel on progress regarding contractual duties and lawsuits related to the 737 MAX Grounding, the organization exhibited a consistently upward trend in oibdp values from 2019 to 2023.",oibdp,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",plotly,bar,0
696,kPCbpkYPbQtC.png,none,Efforts to attain TIA to commence FAA certification flight evaluations are being made by the organization with the minimum aoloch value in 2022.,Foreign currency forward contracts are not classified as hedging instruments by the organization where the sum of the 2023 siv value and the 2022 siv value is 26358.0.,BUNGE GLOBAL SA is the organization with the lt value below 91050.5 and an aoloch value that continuously declines for every year.,aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",plotly,bar,0
446,vzhRoT3TazPs.png,none,"The organization operates on a fiscal year ending on the Sunday closest to August 31, with seq values exceeding 20003.5 in 2019.","To handle risks associated with foreign currency exchange rate fluctuations and interest rate changes, the organization with the greatest oibdp value in 2022 employs derivative financial instruments.",ENTERPRISE PRODCT PARTNRS LP is the company with the minimum oibdp value in the years when the lct value plus seq value for WARNER BROS DISCOVERY INC is under 13338.,oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",matplotlib,scatter,0
225,7iNoLJ8PsDv0.png,"1, 3","In 2021, the organization with dltr values exceeding 19404.9 experienced a $117 million increase in operating expenses, influenced by various costs associated with throughput and the Bakken pipeline service.","The corporation's request for market-based rates, which demonstrated a steadily rising trend in act values from 2019 through 2022, encountered objections and required a hearing procedure initiated by the FERC.",WARNER BROS DISCOVERY INC. is the corporation where the cumulative total of txditc values surpasses 13247.05 and the act values consistently rise for every year.,act,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",seaborn,scatter,0
443,Df1f2nfTA8Xh.png,"1, 2, 3","The enterprise with the greatest sale value in 2022 operates through three reportable segments: aviation, land, and marine.",MONDELEZ INTERNATIONAL INC. is the organization for every year with the total sum of rect values under 22001.3 and sale values steadily rising.,"In 2021, the organization with ivaco values below 31.15 operates within three distinct segments: aviation, land, and marine.",sale,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,line,0
389,FRopxuPLSGp5.png,"2, 3",WORLD KINECT CORP holds the position of the company with the smallest sale value during the years when its pi value is below 83.35.,"Reserving for anticipated credit losses, the organization with the highest sale value in 2019 relies on historical trends in customer payments and the latest financial data.","In 2020, the organization remains committed to maintaining a diverse portfolio of midstream energy assets, with ib values exceeding 3665.3.",sale,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",plotly,line,0
509,YCqPUH2z1KNr.png,1,"MONDELEZ INTERNATIONAL INC. is the organization where the ppent value is below 23325.7 and the sale value shows a continuous increase, occurring for every year.","Potential escalations in operating expenses due to newly enacted legislation or rules on greenhouse gas emissions are being encountered by the organization, which has shown a consistently rising pattern in sale values from 2019 through 2021.","The income from leading customers of the company, where the txditc value for 2020 plus the txditc value for 2023 amounts to 6638.0, is mainly secured by investment-grade credit ratings or letters of credit.",sale,"(2019, 2021)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,scatter,0
445,HSu65iM5XnsH.png,"1, 2, 3",BUNGE GLOBAL SA is the organization with a total sum of ivaeq values below 19151 and oibdp values that continuously rise for every year.,Considerable operational costs and expenditures tied to its commercial operations are faced by the organization with the topmost oibdp value in 2020.,Encouraging a culture of teamwork and creativity by emphasizing inclusion and acknowledgment of diverse viewpoints is the firm with aoloch values below -3103 in 2022.,oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Table+Chart, Text+Chart, Text+Table",plotly,scatter,0
